id,direction,actual_state,expected_route,reason,p_entry,p_now,drift,slope,abs_delta,gamma_ratio,persistence,confirmations,edb_lean,edb_conf,ggr,kpf,option_exit_friction,future_hedge_friction
case_001449,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.58541,0.555733,-0.029677,-0.059355,0.3576,2.4452,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,72.08,CALM_TRANSITION,PENETRATED,HIGH,LOW
case_001450,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.575822,0.50967,-0.066152,-0.132305,0.497,1.6147,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,67.35,POSITIVE_GAMMA_PINNING,TOUCHED,MEDIUM,MEDIUM
case_001467,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.432625,0.606511,0.173886,0.347773,0.456,3.1032,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,69.56,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,LOW
case_001476,SHORT_PUT,EXIT_PREFERRED,WATCH,exit_preferred_too_eager,0.706586,0.613663,-0.092923,-0.185847,0.5113,2.6143,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,43.7,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,GOOD,LOW
case_001488,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.797758,0.834312,0.036553,0.073107,0.5027,0.8846,LOW,,BEARISH,52.74,POSITIVE_GAMMA_PINNING,OK,MEDIUM,MEDIUM
case_001493,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.585498,0.522969,-0.062529,-0.125058,0.4616,1.7028,LOW,GGR_ADVERSE,BEARISH,45.85,NEGATIVE_GAMMA_AMPLIFYING,OK,EXTREME,LOW
case_001494,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.444774,0.510686,0.065912,-0.015457,0.2176,0.6734,LOW,,BEARISH,66.71,POSITIVE_GAMMA_PINNING,OK,GOOD,LOW
case_001496,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.609102,0.599111,-0.009991,-0.019982,0.203,1.3311,LOW,,BEARISH,72.42,CALM_TRANSITION,OK,LOW,LOW
case_001497,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.775941,0.768716,-0.007226,-0.014452,0.6264,1.2006,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,55.31,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_001499,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.655736,0.67784,0.022104,0.030926,0.6992,2.5544,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,58.8,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,LOW
case_001502,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.51465,0.546763,0.032114,0.012948,0.2415,2.3872,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,66.01,POSITIVE_GAMMA_PINNING,PENETRATED,GOOD,LOW
case_001505,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.699055,0.526766,-0.172289,-0.344578,0.1675,1.5299,LOW,,BEARISH,57.0,POSITIVE_GAMMA_PINNING,OK,POOR,LOW
case_001507,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.648904,0.69852,0.049616,0.037033,0.3656,1.9948,LOW,,NEUTRAL,40.62,NEGATIVE_GAMMA_AMPLIFYING,OK,EXTREME,MEDIUM
case_001509,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.559374,0.516684,-0.042691,-0.085381,0.1547,1.607,LOW,,BULLISH,47.19,CALM_TRANSITION,INTACT,MEDIUM,LOW
case_001516,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.091657,0.347009,0.255351,-0.005765,0.6704,3.0943,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,85.72,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,MEDIUM
case_001524,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.47094,0.519822,0.048882,0.097764,0.3325,0.6747,LOW,,BEARISH,61.29,POSITIVE_GAMMA_PINNING,THICK_BUFFER,LOW,MEDIUM
case_001529,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.575045,0.502161,-0.072884,-0.145768,0.2726,1.6883,LOW,,BULLISH,48.81,POSITIVE_GAMMA_PINNING,OK,LOW,LOW
case_001530,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.428489,0.601181,0.172692,0.345385,0.5718,0.9036,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,38.7,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_001536,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.696528,0.65502,-0.041508,0.050363,0.3605,2.7318,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,38.5,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_001549,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.210959,0.366026,0.155068,0.310135,0.6017,0.8604,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,58.17,CALM_TRANSITION,TOUCHED,EXTREME,MEDIUM
case_001550,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.235432,0.510991,0.275558,0.551117,0.802,1.0473,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,61.07,CALM_TRANSITION,ABSENT,POOR,LOW
case_001552,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.217527,0.32109,0.103562,0.207125,0.6029,2.4655,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,35.97,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_001558,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.663878,0.610788,-0.053091,0.029159,0.0491,0.6136,LOW,,BEARISH,63.1,CALM_TRANSITION,THICK_BUFFER,GOOD,LOW
case_001560,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.58322,0.658109,0.07489,0.149779,0.5048,2.1977,LOW,,BULLISH,52.3,CALM_TRANSITION,OK,HIGH,LOW
case_001565,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.606785,0.634093,0.027309,-0.012695,0.4678,2.6254,LOW,,BEARISH,55.68,CALM_TRANSITION,OK,HIGH,LOW
case_001572,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.734415,0.619927,-0.114488,-0.228976,0.4643,1.8634,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,46.24,POSITIVE_GAMMA_PINNING,ABSENT,HIGH,LOW
case_001586,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.503268,0.507281,0.004013,0.008026,0.4075,0.7784,LOW,,BEARISH,51.31,POSITIVE_GAMMA_PINNING,INTACT,LOW,MEDIUM
case_001607,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.719621,0.685449,-0.034172,-0.068344,0.5971,2.8326,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,38.71,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,LOW
case_001613,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.125939,0.580649,0.45471,0.909421,0.4794,2.9954,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,73.99,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,MEDIUM
case_001621,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.450068,0.565094,0.115026,0.025413,0.5285,2.5277,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,50.01,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,LOW
case_001622,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.727569,0.787424,0.059854,0.119708,0.3908,1.0864,LOW,,BEARISH,76.74,POSITIVE_GAMMA_PINNING,INTACT,MEDIUM,MEDIUM
case_001637,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.558438,0.608865,0.050427,0.100854,0.4782,2.4915,LOW,GGR_ADVERSE,BULLISH,41.55,NEGATIVE_GAMMA_AMPLIFYING,OK,HIGH,LOW
case_001640,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.218303,0.321104,0.102801,0.205602,0.3065,0.5853,LOW,,BEARISH,67.5,POSITIVE_GAMMA_PINNING,OK,HIGH,LOW
case_001655,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.596171,0.761835,0.165664,0.331328,0.3678,2.7291,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,44.3,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_001661,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.488866,0.576427,0.087561,0.175122,0.3507,1.572,LOW,,BEARISH,73.01,POSITIVE_GAMMA_PINNING,INTACT,EXTREME,LOW
case_001681,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.731755,0.780158,0.048403,0.096806,0.4967,1.9473,LOW,GGR_ADVERSE,BULLISH,43.43,NEGATIVE_GAMMA_AMPLIFYING,OK,LOW,LOW
case_001682,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.171319,0.44424,0.272921,0.545842,0.4643,1.477,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,42.85,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,MEDIUM
case_001684,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.108433,0.460647,0.352214,0.073514,0.3604,2.9365,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,63.15,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_001699,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.106246,0.496685,0.390439,0.780879,0.615,1.2266,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,77.0,CALM_TRANSITION,ABSENT,POOR,MEDIUM
case_001703,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.359422,0.614798,0.255376,0.061108,0.5583,1.9686,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,35.98,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_001719,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.070064,0.56603,0.495966,0.095933,0.5709,1.297,MEDIUM,EDB_ADVERSE|GGR_ADVERSE,BULLISH,82.8,NEGATIVE_GAMMA_AMPLIFYING,OK,POOR,LOW
case_001720,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.067007,0.526153,0.459146,0.918291,0.7593,1.1649,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,74.56,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_001736,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.541958,0.595763,0.053806,0.107611,0.4846,0.7222,LOW,,BULLISH,67.38,POSITIVE_GAMMA_PINNING,THICK_BUFFER,MEDIUM,LOW
case_001742,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.698609,0.750663,0.052054,0.104109,0.3635,2.508,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,66.91,POSITIVE_GAMMA_PINNING,TOUCHED,HIGH,LOW
case_001746,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.696214,0.709539,0.013326,0.026651,0.2971,1.1527,LOW,,BULLISH,44.04,POSITIVE_GAMMA_PINNING,OK,MEDIUM,MEDIUM
case_001752,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.57691,0.668134,0.091224,0.182447,0.3539,0.8021,LOW,,BULLISH,52.13,POSITIVE_GAMMA_PINNING,OK,GOOD,LOW
case_001757,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.021067,0.352518,0.331451,0.662901,0.51,3.0388,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,51.24,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_001764,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.606854,0.659612,0.052758,0.105516,0.3805,1.6969,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,63.95,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,LOW,LOW
case_001765,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.133846,0.441744,0.307898,0.615796,0.5063,0.5629,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,82.94,CALM_TRANSITION,PENETRATED,POOR,LOW
case_001770,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.625266,0.666547,0.041281,-0.035354,0.3247,1.5171,LOW,,BULLISH,61.39,POSITIVE_GAMMA_PINNING,OK,HIGH,LOW
case_001801,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.192681,0.406469,0.213789,0.427577,0.377,0.9682,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,51.2,CALM_TRANSITION,PENETRATED,EXTREME,LOW
case_001804,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.215034,0.321798,0.106764,0.213527,0.6698,1.378,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,86.18,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_001819,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.812895,0.686028,-0.126867,-0.253733,0.1984,1.8098,LOW,,BULLISH,51.25,CALM_TRANSITION,OK,HIGH,LOW
case_001821,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.184348,0.292468,0.108119,0.030744,0.3674,2.5872,MEDIUM,EDB_ADVERSE|GGR_ADVERSE,BULLISH,61.45,NEGATIVE_GAMMA_AMPLIFYING,OK,POOR,LOW
case_001829,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.660927,0.727243,0.066315,0.132631,0.3503,1.458,LOW,,BEARISH,71.8,POSITIVE_GAMMA_PINNING,OK,EXTREME,LOW
case_001838,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.636158,0.595743,-0.040415,0.025388,0.3754,2.028,LOW,,BEARISH,72.15,CALM_TRANSITION,OK,LOW,LOW
case_001844,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.597915,0.600966,0.003051,0.006102,0.1946,2.7536,LOW,,BEARISH,59.13,NEGATIVE_GAMMA_AMPLIFYING,OK,POOR,LOW
case_001863,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.182559,0.379423,0.196863,0.393727,0.7012,2.7283,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,41.57,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_001865,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.22413,0.46247,0.23834,0.47668,0.5378,2.4008,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,46.43,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_001869,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.283471,0.575768,0.292298,0.584595,0.6962,1.9126,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,72.4,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,MEDIUM
case_001870,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.435744,0.518697,0.082953,0.005695,0.3832,2.0414,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,47.11,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,MEDIUM
case_001883,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.79381,0.806781,0.012971,0.025942,0.4328,1.2872,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,44.44,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,MEDIUM,LOW
case_001894,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.628179,0.607501,-0.020678,0.035501,0.3419,0.8201,LOW,,BULLISH,60.74,CALM_TRANSITION,THICK_BUFFER,POOR,LOW
case_001897,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.273318,0.558205,0.284887,0.569774,0.4559,1.7074,MEDIUM,EDB_ADVERSE|GGR_ADVERSE,BULLISH,72.63,NEGATIVE_GAMMA_AMPLIFYING,OK,EXTREME,MEDIUM
case_001905,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.646555,0.704659,0.058104,0.116208,0.2478,1.1066,LOW,,BEARISH,75.51,CALM_TRANSITION,INTACT,POOR,LOW
case_001908,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.646449,0.546476,-0.099972,-0.199945,0.3124,1.8015,LOW,,BEARISH,53.54,CALM_TRANSITION,INTACT,LOW,MEDIUM
case_001909,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.754978,0.712394,-0.042584,-0.085168,0.1604,2.5137,LOW,,BULLISH,63.93,POSITIVE_GAMMA_PINNING,OK,HIGH,MEDIUM
case_001911,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.361496,0.469677,0.108181,0.216362,0.7139,1.594,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,54.67,POSITIVE_GAMMA_PINNING,ABSENT,HIGH,MEDIUM
case_001918,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.569771,0.65395,0.084179,0.168358,0.5183,1.6199,LOW,,BULLISH,66.45,POSITIVE_GAMMA_PINNING,THICK_BUFFER,MEDIUM,MEDIUM
case_001921,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.686082,0.661531,-0.024551,0.028211,0.143,2.5664,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,69.93,POSITIVE_GAMMA_PINNING,ABSENT,POOR,MEDIUM
case_001954,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.043224,0.254004,0.21078,4e-05,0.5875,2.863,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,47.37,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,LOW
case_001965,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.756622,0.664024,-0.092598,-0.185197,0.1715,2.9386,LOW,GGR_ADVERSE,BULLISH,48.95,NEGATIVE_GAMMA_AMPLIFYING,OK,MEDIUM,MEDIUM
case_001986,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.454554,0.533278,0.078724,0.076989,0.2447,1.0224,LOW,,BEARISH,52.9,POSITIVE_GAMMA_PINNING,INTACT,EXTREME,MEDIUM
case_001999,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.145714,0.580767,0.435053,0.870106,0.6631,2.2672,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,54.29,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,LOW
case_002025,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.528802,0.525325,-0.003477,-0.006954,0.2484,1.8342,LOW,,BEARISH,64.1,CALM_TRANSITION,INTACT,POOR,MEDIUM
case_002027,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.06614,0.358934,0.292795,0.585589,0.4784,2.5734,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,54.97,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,LOW
case_002030,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.293441,0.596997,0.303556,0.607112,0.3924,2.8146,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,82.93,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,MEDIUM
case_002038,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.065414,0.540143,0.47473,0.949459,0.5614,1.4071,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,87.51,CALM_TRANSITION,ABSENT,EXTREME,LOW
case_002043,SHORT_PUT,NORMAL,WATCH,normal_too_sticky,0.564841,0.495874,-0.068967,-0.031579,0.6857,1.2055,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,46.24,CALM_TRANSITION,TOUCHED,HIGH,LOW
case_002049,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.02899,0.579733,0.550743,1.101486,0.6397,2.7754,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,59.64,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_002064,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.557377,0.598596,0.041219,0.082438,0.4331,2.1153,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,74.85,POSITIVE_GAMMA_PINNING,ABSENT,GOOD,MEDIUM
case_002067,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.64763,0.630575,-0.017056,-0.034111,0.2023,2.4091,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,47.27,POSITIVE_GAMMA_PINNING,TOUCHED,MEDIUM,LOW
case_002073,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.674853,0.550277,-0.124576,0.096926,0.2999,0.8833,LOW,,BEARISH,56.18,POSITIVE_GAMMA_PINNING,THICK_BUFFER,LOW,LOW
case_002077,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.713792,0.807659,0.093867,0.187735,0.4065,2.1914,LOW,,BEARISH,53.1,CALM_TRANSITION,OK,LOW,LOW
case_002110,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.346263,0.546376,0.200113,0.400226,0.4437,2.2835,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,57.84,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,LOW
case_002116,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.16192,0.436551,0.274631,0.549262,0.2704,2.8971,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,42.83,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,MEDIUM
case_002119,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.70829,0.557907,-0.150383,-0.300766,0.4438,2.6276,LOW,GGR_ADVERSE,BEARISH,69.39,NEGATIVE_GAMMA_AMPLIFYING,OK,POOR,LOW
case_002127,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.579012,0.600938,0.021926,0.043851,0.3618,2.9102,LOW,,BEARISH,54.87,POSITIVE_GAMMA_PINNING,OK,EXTREME,LOW
case_002129,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.697632,0.64564,-0.051992,-0.103983,0.4098,0.9378,LOW,,BEARISH,54.3,CALM_TRANSITION,INTACT,GOOD,MEDIUM
case_002134,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.461365,0.508912,0.047548,0.095095,0.5408,1.6667,LOW,GGR_ADVERSE,BULLISH,51.18,NEGATIVE_GAMMA_AMPLIFYING,OK,LOW,LOW
case_002135,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.779066,0.782791,0.003725,0.00745,0.146,1.8758,LOW,,BULLISH,45.75,NEGATIVE_GAMMA_AMPLIFYING,OK,POOR,LOW
case_002136,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.519713,0.53857,0.018857,0.037713,0.1217,2.4748,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,52.02,CALM_TRANSITION,TOUCHED,GOOD,LOW
case_002139,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.650773,0.756412,0.105639,0.211278,0.2694,0.9996,LOW,,BULLISH,49.99,CALM_TRANSITION,THICK_BUFFER,HIGH,LOW
case_002152,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.736185,0.665477,-0.070708,-0.141417,0.4749,3.0376,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,53.13,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,LOW
case_002157,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.536015,0.671733,0.135717,0.271435,0.5244,3.0802,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,87.69,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,LOW
case_002159,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.649899,0.550956,-0.098943,0.026238,0.1961,2.2598,LOW,,BULLISH,60.7,CALM_TRANSITION,OK,LOW,MEDIUM
case_002168,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.663339,0.751899,0.08856,0.177121,0.536,2.4867,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,54.31,CALM_TRANSITION,ABSENT,LOW,MEDIUM
case_002174,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.712707,0.576586,-0.136121,-0.272241,0.0559,3.0166,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,59.79,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,GOOD,LOW
case_002183,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.799739,0.697307,-0.102432,-0.204864,0.5311,2.7341,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,66.07,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_002184,SHORT_CALL,EXIT_PREFERRED,WATCH,exit_preferred_too_eager,0.629539,0.597122,-0.032417,-0.064834,0.3095,2.0576,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,76.45,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,LOW,LOW
case_002186,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.108438,0.221673,0.113236,0.003669,0.6264,1.8312,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,72.74,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,MEDIUM
